ref	Address	note
46307:71	poblíž zast.MHD u Průmyslová 497, LB XXIII- Doubí, Liberec XXIII-Doubí, Liberec
46307:76	na , 
46307:77	, 
46307:86	naproti Hotelu Jítrava - stan.LDS -čp. 70, Jítrava, Rynoltice, Liberec
46307:93	, 
46307:96	, 
50370:101	Rozběřice, obchod, Rozběřice, Všestary, Hradec Králové
50370:104	Chlum, Konzum, Chlum, Všestary, Hradec Králové
50370:118	Želí, prodejna, Želí, Libčany, Hradec Králové
50370:139	Březhrad, MHD SALAMA, Březhrad, Hradec Králové
50370:162	Zámek, Hrádek u Nechanic, Hrádek, Hradec Králové
50370:163	zastávka BUS, Hrádek u Nechanic, Hrádek, Hradec Králové
50370:168	zastávka ČSAD, Chmelovice, Chmelovice, Králíky, Hradec Králové
50370:173	Nerošov , OÚ, Nerošov, Nechanice, Hradec Králové
50370:175	zastávka ČSAD, Stračovská Lhota, Stračovská Lhota, Mžany, Hradec Králové
50370:176	Zavadilka - zastávka ČSAD, Stračovská Lhota, Stračovská Lhota, Mžany, Hradec Králové
50370:178	Dub - u čp. 6, Dub, Dub, Mžany, Hradec Králové
50370:179	zastávka ČSAD, Klenice, Klenice, Stračov, Hradec Králové
50370:180	Horní Černůtky-střed obce, Horní Černůtky, Horní Černůtky, Sovětice, Hradec Králové
50370:181	zastávka ČSAD, Homyle, Homyle, Boharyně, Hradec Králové
50370:182	zastávka ČSAD, Zvíkov, Zvíkov, Boharyně, Hradec Králové
50370:183	náves, Malé Babice, Babice, Hradec Králové
50370:184	zastávka ČSAD, Trnava, Trnava, Boharyně, Hradec Králové
50370:188	Prodejna, Třesovice, Třesovice, Hradec Králové
50370:189	zastávka ČSAD, Mokrovousy, Mokrovousy, Hradec Králové
50370:190	u nádraží, Sadová, Sadová, Hradec Králové
50370:201	Masarykovo nám., Třebechovice p.O., Třebechovice pod Orebem, Hradec Králové
50370:202	Polánky, Polánky n.D., Polánky nad Dědinou, Třebechovice pod Orebem, Hradec Králové
50370:204	Jednota, Štěnkov, Štěnkov, Třebechovice pod Orebem, Hradec Králové
50370:205	Jednota, Krňovice, Krňovice, Třebechovice pod Orebem, Hradec Králové
50370:206	Jednota, Běleč n.O., Běleč nad Orlicí, Hradec Králové
50370:216	Čibuz, Číbuz, Skalice, Hradec Králové
50370:219	Lejšovka, Lejšovka, Hradec Králové
50370:220	Zastávka ČSAD Výrava, Výrava, Hradec Králové
50370:223	Smiřice - Zderaz, Smiřice, Hradec Králové
50370:224	Trotina, Trotina, Smiřice, Hradec Králové
50370:227	Sendražicece hostinec, Sendražice, Hradec Králové
50370:228	Račice nad Trotinou, Račice nad Trotinou, Hradec Králové
50370:236	Rodov, Rodov, Smiřice, Hradec Králové
50370:241	Svinarská ul., Slatina, Slatina, Hradec Králové
50370:242	Podhůrská ul.stanice MHD, Svinary, Hradec Králové
50370:243	Piletice, zastávka MHD, Piletice, Piletice, Hradec Králové
50370:245	Skalička,zastávka, Skalička, Skalička, Skalice, Hradec Králové
50370:312	Olešnice-kulturní dům, Olešnice, Olešnice, Hradec Králové
50370:313	PamětníkPamětník, Pamětník, Chlumec nad Cidlinou, Hradec Králové
50370:314	Lučice-vedle autobusové zastávky, Lučice, Chlumec nad Cidlinou, Hradec Králové
50370:315	Kladruby-č.p. 40, Kladruby, Kladruby, Chlumec nad Cidlinou, Hradec Králové
50370:317	hostinec U rychtáře, Nové Město, Nové Město, Hradec Králové
50370:318	č.p. 33, Štít, Štít, Klamoš, Hradec Králové
50370:320	Domov důchodců, Švermova ulice, Chlumec nad Cidlinou IV, Chlumec nad Cidlinou, Hradec Králové
50370:322	Zimova-obchod potravin, Chlumec n.C., Chlumec nad Cidlinou IV, Chlumec nad Cidlinou, Hradec Králové
50370:323	Nádražní, Chlumec n.C. blíže dům č.p. 276 Spravedl, Chlumec nad Cidlinou IV, Chlumec nad Cidlinou, Hradec Králové
50370:329	Na návsi, Skochovice, Skochovice, Nový Bydžov, Hradec Králové
50370:330	zastávka ČSAD, Žantov, Žantov, Nový Bydžov, Hradec Králové
50370:331	bývalá prodejna, Stará Voda, Stará Voda, Hradec Králové
50370:333	potraviny, Obědovice, Obědovice, Hradec Králové
50370:336	zastávka ČSAD, Babice, Babice, Hradec Králové
50370:339	zastávka ČSAD, Zadražany, Zadražany, Nepolisy, Hradec Králové
50370:341	Zastávka ČSAD, Nepolisy, Nepolisy, Hradec Králové
50370:342	Nádraží ČD, Káranice, Káranice, Hradec Králové
50370:35	Denisovo náměstí u inform. tabule, Hradec Králové, Kukleny, Hradec Králové
50370:418	Humburky, zastávka BUS, Humburky, Hradec Králové
50370:419	Barchůvek, OÚ, Barchůvek, Měník, Hradec Králové
50370:422	Křičov, Křičov, Smidary, Hradec Králové
50370:426	Řehoty, u čp. 26, Řehoty, Králíky, Hradec Králové
50370:430	Zdechovice prodejna, Zdechovice, Hradec Králové
50370:431	Libeň, osada, Libeň, Měník, Hradec Králové
50370:434	Loučná Hora , naproti hostinci, č.p. 22, Loučná Hora, Smidary, Hradec Králové
50370:61	Kydlinovská - býv. samoobsluha, Plácky, Hradec Králové
50370:66	Bří.Štefanů MHD stanice, Hradec Králové, Slezské Předměstí, Hradec Králové
50370:990	Malšova Lhota, Hradec Králové, Malšova Lhota, Hradec Králové
50370:991	Stříbrný rybník, Malšova Lhota, Malšova Lhota, Hradec Králové
50770:100	Malechovice, Malechovice, Libošovice, Jičín
50770:101	Rytířova Lhota, Rytířova Lhota, Libošovice, Jičín
50770:104	T.G.M., Libáň, Libáň, Jičín
50770:105	Lužany - kemp, Lužany, Jičín
50770:108	Roveň, Roveň, Mladějov, Jičín
50770:113	Jinolice náves, Jinolice, Jičín
50770:118	Dřevěnice, Dřevěnice, Jičín
50770:122	Cidlina, Cidlina, Železnice, Jičín
50770:125	na , 
50770:127	Únětice, Únětice, Údrnice, Jičín
50770:137	Vrbice, Vrbice, Jičín
50770:138	Hradišťko, Hradíšťko, Žeretice, Jičín
50770:143	náves, Mladějov v Čechách, Mladějov, Jičín
50770:147	Sídliště , 
50770:169	Požární zbrojnice, Stéblovice, Stéblovice, Sobotka, Jičín
50770:170	Nepřívěc, Nepřívěc, Libošovice, Jičín
50770:171	Vesec, Vesec u Sobotky, Libošovice, Jičín
50770:172	Podkost - hotel, Podkost, Libošovice, Jičín
50770:173	Podkost - hrad, Podkost, Libošovice, Jičín
50770:174	náves, Osek, Osek, Jičín
50770:176	náves, Spyšová, Spyšova, Sobotka, Jičín
50770:177	Příchvoj náves, Příchvoj, Markvartice, Jičín
50770:178	Netolice náves, Netolice, Markvartice, Jičín
50770:179	Zajakury náves, Zajakury, Sobotka, Jičín
50770:180	Lavice náves, Lavice, Sobotka, Jičín
50770:181	Staňkova Lhota náves, Staňkova Lhota, Sobotka, Jičín
50770:182	Šrámkův Dům, Sobotka, Sobotka, Jičín
50770:28	Březina, Březina, Jičín
50770:31	Hlásná Lhota, Hlásná Lhota, Podhradí, Jičín
50770:32	Kozodírky, Kozodírky, Libáň, Jičín
50770:33	Ostružno, Ostružno, Jičín
50770:34	Dolní Lochov, Dolní Lochov, Jičín
50770:35	Horní Lochov, Horní Lochov, Holín, Jičín
50770:37	Ohaveč, Ohaveč, Jičín
50770:38	Kbelnice, Kbelnice, Jičín
50770:55	Pařezská Lhota, Pařezská Lhota, Holín, Jičín
50770:58	Prodejna, Prachov, Prachov, Holín, Jičín
50770:60	Holín, Holín, Jičín
50770:67	Zámostí, Zámostí-Blata, Jičín
50770:68	Blata, Blata, Zámostí-Blata, Jičín
50770:69	Drštěkryje, Drštěkryje, Samšina, Jičín
50770:70	Ohařice, Jičín, Ohařice, Jičín
50770:73	, 
50770:74	Požární Zbrojnice, Zliv, Zliv, Libáň, Jičín
50770:77	Psinice, Psinice, Libáň, Jičín
50770:88	Křešice, Křešice, Libáň, Jičín
50770:99	Hubojedy, Hubojedy, Mladějov, Jičín
51103:101	, 
51103:103	zastávka BUS Loktuše poblíž č.p. 50, Loktuše, Mírová pod Kozákovem, Semily
51103:105	železniční stanice, Ktová, Ktová, Semily
51103:106	u požární zbrojnice, Semínová Lhota, Semínova Lhota, Újezd pod Troskami, Jičín
51103:11	Nádražní ul. na , 
51103:110	zastávka BUS Tachov - Troskovice, Tachov, Troskovice, Semily
51103:112	naproti č.p. 14, u pomníčku u hl. silnice, Ktová, Semily
51103:113	  Žernov- Křečovice, Křečovice 1.díl, Žernov, Semily
51103:115	požární zbrojnice, Štěpánovice vedle vodní nádrže, Štěpánovice, Rovensko pod Troskami, Semily
51103:118	poblíž č.p. 10 Sýkořice, Sýkořice, Žernov, Semily
51103:120	zastávka BUS Ždár, Veselá, Žďár, Veselá, Semily
51103:123	BUS čekárna, Lestkov, Lestkov, Radostná pod Kozákovem, Semily
51103:125	naproti kapličce Blatec, u č.p. 2, Blatec, Rovensko pod Troskami, Semily
51103:126	zastávka BUS Kozákov, Kozákov, Radostná pod Kozákovem, Semily
51103:13	ul.Bezručova  xBrigádnická, poblíž č.p. 1410, Turnov, Semily
51103:130	, 
51103:131	, 
51103:141	u infotabule naproti prodejně Košov, poblíž č.p. 2, Košov, Lomnice nad Popelkou, Semily
51103:147	náves-vedle infotabule, Tuhaň, poblíž č.p. 47, Tuhaň, Stružinec, Semily
51103:149	čekárna BUS, u rest. Na Klepandě, poblíž č.p. 63, Syřenov, Semily
51103:150	čekárna BUS, poblíž č.p. 6, Žďár u Kumburku, Syřenov, Semily
51103:17	, 
51103:19	výměníková stanice ul. Kosmonatů poblíž č.p. 1547, Turnov, Semily
51103:20	poblíž prodejny COOP ul. Zahradní č.p. 275, Daliměřice, Turnov, Semily
51103:67	vce, poblíž  Veselá č.p. 14, Veselá, Semily
51103:68	náves uvky, Bělá, poblíž č.p. 89, Bělá, Mírová pod Kozákovem, Semily
51103:70	zastávka u tunelu Rakousy, Rakousy, Semily
51103:72	zastávka BUS Chutnovka, poblíž č.p. 21, Chutnovka, Mírová pod Kozákovem, Semily
51103:73	 Kacanovy, poblíž č.p. 74, Kacanovy, Semily
51103:74	točna BUS Kacanovy, poblíž OÚ č.p. 51, Kacanovy, Semily
51103:75	stanoviště LDS, poblíž č.p. 37 Pelešany, Pelešany, Turnov, Semily
51103:77	 K Hlavatici, Mašov, poblíž č.p. 205, Mašov, Turnov, Semily
51103:81	požární zbrojnice vedle domu Nudvojovice 1047, Turnov, Semily
51103:91	u zastávky BUS Sedmihorky, poblíž č.p. 47, Sedmihorky, Karlovice, Semily
51103:95	zámek, Hrubá Skála, Hrubá Skála, Semily
51103:96	zastávka BUS Smrčí, poblíž hasičské zbrojnice, Smrčí, Mírová pod Kozákovem, Semily
51103:98	naproti OÚ Loučky č.p.34, Loučky, Semily
51300:10	před penzionem Řeky č.p. 567, Semily, Semily, Semily
51300:11	na křižovatce Na Olešce  xK Jeslím, poblíž č.p.437, Semily, Semily
51300:13	ulice Pod Černým mostem, mezi č.p. 471 a č.472, Podmoklice, Semily
51300:14	ull. Jana Žižky, u  ZŠ č.p. 375, Podmoklice, Semily
51300:15	ulice Jižní, poblíž č.p. 466, Semily, Podmoklice, Semily
51300:18	u hasičské zbrojnice Škodějov, Škodějov, Příkrý, Semily
51300:21	u zastávky BUS Spálov, poblíž č.p. 15, Spálov, Semily
51300:23	zastávka BUS Komárov, Chuchelna, Komárov, Chuchelna, Semily
51300:26	naproti Bítouchov č.p. 105 u plotu, Bítouchov, Semily
51300:28	Hasičský dům, Dlouhý, Dlouhý, Záhoří, Semily
51300:31	ul. Nouzov, u infotabule, poblíž č.p.179, Semily, Semily, Semily
51300:34	ulice Nad Špejcharem, Semily vedle č.p.574, , 
51300:35	zastávka BUS Cimbál -Semily, poblíž Bítouchov 88, Bítouchov, Semily
51300:36	zastávka BUS, Rybnice, poblíž č.p. 100, Rybnice, Háje nad Jizerou, Semily
51300:37	zastávka BUS u pomníčku, poblíž  Rybnice č.p. 40, Rybnice, Háje nad Jizerou, Semily
51300:39	u has. zbrojnice Bystrá n./J, naproti č.p. 62, Bystrá nad Jizerou, Semily
51300:40	u infotabule, Bystrá n./J, poblíž č.p. 20, Bystrá nad Jizerou, Semily
51300:41	 u č.p. 69, poblíž mostu Dol. Sytová, Dolní Sytová, Háje nad Jizerou, Semily
51300:42	 naproti č.p. 163, Dolní Sytová, Dolní Sytová, Háje nad Jizerou, Semily
51300:44	u hasičské zbrojnice, Helkovice, Helkovice, Vysoké nad Jizerou, Semily
51300:45	čekárna BUS, poblíž č.p. 100  Roztoky u Semil, Roztoky u Semil, Semily
51300:46	u požární zbrojnice, poblíž č.p. 49 Horní Tříč, Horní Tříč, Vysoké nad Jizerou, Semily
51300:47	na , 
51300:50	zastávka BUS, poblíž Roprachtice č.p. 92, Roprachtice, Semily
51300:51	čekárna BUS, Slaná - Bořkov, poblíž č.p. 14, Bořkov, Slaná, Semily
51300:52	 Slaná- Bořkov- Blaživky, poblíž č.p. 87, Bořkov, Slaná, Semily
51300:55	, 
51300:61	zastávka BUS, poblíž hasičské zbojnice č.p. 46, Benešov u Semil, Semily
51300:62	zastávka BUS poblíž č.p. 232 Benešov  u Semil, Benešov u Semil, Semily
51300:65	na rozcestí k jeskyním u č. p. 231, Bozkov, Bozkov, Semily
51400:12	na , 
51400:13	hasičská zbrojnice, poblíž Nedaříž č.p 19, Nedaříž, Horka u Staré Paky, Semily
51400:14	u zastávky BUS, poblíž penzionu Kovárna č.p. 786, Hrabačov, Jilemnice, Semily
51400:16	u zastávky BUS, poblíž č.p.43 Víchová n./J, Víchová nad Jizerou, Semily
51400:24	zastávka ČSAD Vítkovice v Krkonoších, Vítkovice, Semily
51400:25	zastávka BUS, poblíž č.p. 129 Zálesní Lhota, Zálesní Lhota, Studenec, Semily
51400:27	zastávka BUS u has.zbrojnice č.p.167, Zálesní Lhota, Studenec, Semily
51400:28	zastávka ČSAD,U Křížků, Peřimov,poblíž Peřimov 69, Peřimov, Semily
51400:34	zastávka BUS,naproti č.p. 35 Štěpanická  Lhota, Štěpanická Lhota, Benecko, Semily
51400:36	zastávka BUS Valteřice, poblíž č.p. 152, Valteřice, Horní Branná, Semily
51400:37	zastávka BUS, naproti č.p. 7 Víchovská Lhota, Víchovská Lhota, Víchová nad Jizerou, Semily
51400:39	zastávka BUS, naproti OÚ č.p. 42, Roudnice, Roudnice, Jestřabí v Krkonoších, Semily
51400:40	zastávka BUS Jestřabí, poblíž č.p. 45, Jestřabí v Krkonoších, Semily
51400:46	zastávka BUS Sklenařice, naproti č.p. 200, Sklenařice, Vysoké nad Jizerou, Semily
51400:47	u zastávky BUS naproti č.p.15 Buřany, Buřany, Jablonec nad Jizerou, Semily
51400:48	u LDS, poblíž č.p. 142 Bratrouchov, Bratrouchov, Jablonec nad Jizerou, Semily
51400:49	u zastávka BUS, poblíž č,p. 15 Horní Dušnice, Horní Dušnice, Jablonec nad Jizerou, Semily
51400:54	zast. BUS u hotelu Praha  Vítkovice č.p. 316, Vítkovice, Semily
51400:55	místní název Horní Mísečky, Vítkovice, Semily
51707:306	Panské Pole, Rokytnice v Orl. horách, Rokytnice v Orlických horách, Rychnov nad Kněž
51707:308	prodejna Selka, Rokytnice v Orl. horách, Rokytnice v Orlických horách, Rychnov nad Kněž
51707:309	OÚ Říčky, Říčky v Orlických horách, Rychnov nad Kněž
51707:312	zastávka ČSAD, Neratov, Bartošovice v Orlických horách, Rychnov nad Kněž
51707:313	OÚ Bartošovice, Bartošovice v Orlických horách, Rychnov nad Kněž
51707:314	budova býv. pošty Orlické Záhoří, Orlické Záhoří, Rychnov nad Kněž
51707:38	Bytovky u zast. ČSAD, Dlouhá Ves, Dlouhá Ves, Rychnov nad Kněžnou, Rychnov nad Kněž
51707:42	hospoda U Haničky, Ještětice, Ještětice, Solnice, Rychnov nad Kněž
51707:421	Hasičská zbrojnice, Hoděčín, Hoděčín, Olešnice, Rychnov nad Kněž
51707:50	prodejna, Uhřínov, Uhřínov, Liberk, Rychnov nad Kněž
51707:51	zastávka ČSAD, Přím, Přím, Javornice, Rychnov nad Kněž
51707:52	zastávka ČSAD, Peklo, Peklo, Vamberk, Rychnov nad Kněž
51707:557	Prodejna,Rohenice, Rohenice, Rychnov nad Kněž
51707:561	Zastávka ČSAD Plasnice, Deštné v Orlic. horách, Deštné v Orlických horách, Rychnov nad Kněž
51707:58	Zastávka ČSAD, Slatina nad Zdobnicí, Slatina nad Zdobnicí, Rychnov nad Kněž
51707:67	Obecní úřad, Svinná, Svinná, Skuhrov nad Bělou, Rychnov nad Kněž
51707:70	zastávka BUS, Proloh, Proloh, Osečnice, Rychnov nad Kněž
51707:78	Kostelecká Lhota prodejna, Kostelecká Lhota, Kostelec nad Orlicí, Rychnov nad Kněž
51707:79	Kulturní dům, Suchá Rybná, Suchá Rybná, Svídnice, Rychnov nad Kněž
51707:81	zastávka ČSAD, Vrbice, Vrbice, Rychnov nad Kněž
51707:83	knihovna, Borovnice, Borovnice, Rychnov nad Kněž
51707:85	u prodejny, Rájec, Rájec, Borovnice, Rychnov nad Kněž
51707:86	zastávka ČSAD, Chlínky, Chlínky, Vrbice, Rychnov nad Kněž
51707:87	u prodejny, Kostelecké Horky, Kostelecké Horky, Rychnov nad Kněž
51707:88	Číčová u Obecního úřadu, Číčová, Čermná nad Orlicí, Rychnov nad Kněž
53000:163	na budově OÚ, Neratov - držák, Neratov, Pardubice
53000:174	u prodejny, Rohoznice - , 
53400:23	Kamenec-zast. ČSAD, Kamenec, Holice, Pardubice
53400:35	Dolní Jelení-požár.zbroj, Dolní Jelení, Horní Jelení, Pardubice
53400:36	Hrachoviště - hostinec, Hrachoviště, Býšť, Pardubice
53400:39	Hoděšovice - knihovna, Hoděšovice, Býšť, Pardubice
53500:2	Václavské nám. - , 
53500:62	Hostinec, Tetov - , 
53500:63	Požární zbrojnice, Bílé  Vchýnice - držák, Bílé Vchynice, Kladruby nad Labem, Pardubice
53500:65	Smíšené zboží, Přepychy - , 
53500:66	Obecní úřad, Malé Výkleky - , 
53500:67	Chýšť-obchod - , 
53500:68	u pomníku, Žáravice - , 
53500:69	Obecní úřad, Sopřeč - , 
53500:7	Obchod ul. Smetanova - držák, Přelouč, Pardubice
53500:71	Prodejna, Újezd - , 
53500:74	Kojice, Kojice, Pardubice
53500:75	Nákupní středisko, Řečany nad Labem - , 
53500:76	bytovka, Zdechovice - , 
53500:78	Hornická čtvrť, Hornická Čtvrť, Chvaletice, Pardubice
53500:79	Chvaletice, V Telčicích, Chvaletice, Pardubice
53500:8	Prodejna, COOP, Jiráskova ul. - , 
53700:36	Bořice - zbrojnice, S, Bořice, Chrudim
53700:39	Blížňovice - BUS, S, Blížňovice, Hrochův Týnec, Chrudim
53700:41	Blansko, Blansko, Hrochův Týnec, Chrudim
53700:49	Přestavlky - u kapličky, S, Přestavlky, Chrudim
53700:50	Brčekoly - zbrojnice, S, Brčekoly, Rosice, Chrudim
53700:61	Vysonín - zbrojnice, S, Výsonín, Lukavice, Chrudim
53700:62	Práčov - BUS, S, Práčov, Svídnice, Chrudim
53700:63	Trpišov - náves, S, Trpišov, Slatiňany, Chrudim
53700:68	Petříkovice BUS, Mladoňovice, Petříkovice, Mladoňovice, Chrudim
53700:69	Rtenín - BUS, S, Rtenín, Mladoňovice, Chrudim
53700:70	Mladoňovice - BUS, S, Mladoňovice, Chrudim
53700:73	Zbyhněvice - BUS, S, Zbyhněvice, Morašice, Chrudim
53700:88	Mezihoří - silnice 8, Mezihoří, Horka, Chrudim
53800:13	Vyžice - náves, S, Vyžice, Chrudim
53800:16	Nákle - náves, S, Nákle, Klešice, Chrudim
53800:25	Chotěnice - prodejna, Chotěnice, Heřmanův Městec, Chrudim
53800:30	Bílý Kámen - BUS, S, Bílý Kámen, Podhořany u Ronova, Chrudim
53800:31	Nový Dvůr - náves, S, Nový Dvůr, Podhořany u Ronova, Chrudim
53800:40	Kulturní dům, Lipoltice - , 
53800:6	H. Městec, V Lukách - sídliště, S, Heřmanův Městec, Chrudim
53840:18	Kněžice - VTA, Kněžice, Chrudim
53840:33	Ústupky - náves - sezónní, S, Ústupky, Seč, Chrudim
53900:40	č.ev. 50, 53942, Svratouch, Svratouch 290 - prodejna Jednoty
53900:60	Bošov - VTA, S, Bošov, Miřetice, Chrudim
53970:10	Malinné - zbrojnice, S, Malinné, Prosetín, Chrudim
53970:12	Radčiče - náves, S, Radčice, Skuteč, Chrudim
53970:15	Fimberk - BUS, S, Skuteč, Chrudim
53970:16	Lažany - VTA, S, Lažany, Skuteč, Chrudim
53970:18	Hněvětice - BUS, S, Hněvětice, Skuteč, Chrudim
53970:22	Štěpánov - VTA, S, Štěpánov, Skuteč, Chrudim
53970:23	Lešany - OÚ, S, Lešany, Skuteč, Chrudim
53970:24	Leštinka - zbrojnice, Leštinka, Chrudim
53970:25	Cejřov - zbrojnice, S, Cejřov, Vrbatův Kostelec, Chrudim
53970:27	Mokrýšov - zbrojnice, Mokrýšov, Prosetín, Chrudim
53970:33	Zderaz - náves, S, Zderaz, Chrudim
53970:34	Perálec - náves, S, Perálec, Chrudim
53970:36	Kutřín - BUS, S, Kutřín, Perálec, Chrudim
53970:38	Miřetín - náves, S, Miřetín, Proseč, Chrudim
53970:39	Příluka - náves, S, Příluka, Svitavy
53970:40	Leština - BUS S, Leština, Ústí nad Orlicí
53970:6	Přibylov - BUS, S, Skuteč, Chrudim
53970:60	Martinice, BUS na samostatném , 
53970:7	Skuteč, V. Nováka - VTA, S, Skuteč, Chrudim
53970:8	Žďárec u Skutče - BUS, Žďárec u Skutče, Skuteč, Chrudim
54107:102	Bobová dráha, č.p. 302, Pec pod Sněžkou, Pec pod Sněžkou, Trutnov
54107:105	Parkoviště Javor, č.p. 329, Pec pod Sněžkou, Pec pod Sněžkou, Trutnov
54107:106	Portášky, č.p. 110, Velká Úpa, Velká Úpa, Pec pod Sněžkou, Trutnov
54107:122	Trafika U Lady, Úpice, Úpice, Trutnov
54107:125	samoobsluha Berta, Úpice, Úpice, Trutnov
54107:132	Radeč, autobus. zastávka Rozcestí, Radeč, Úpice, Trutnov
54107:142	 Zálesí Batňovice, Batňovice, Trutnov
54107:144	Batňovice hasičská zbrojnice, Batňovice, Trutnov
54107:15	V. Nováka, Dolní Předměstí, Trutnov
54107:17	autobusové nádraží, Střední Předměstí, Trutnov
54107:182	Libňatov čekárna na rozcestí, Libňatov, Trutnov
54107:207	Křenov, na zastávce, Křenov, Bernartice, Trutnov
54107:225	Horní Maršov zastávka ČSAD, Horní Maršov, Trutnov
54107:236	Mladé Buky Texlen 13, Mladé Buky, Trutnov
54107:240	Mladé Buky Prádelna, Mladé Buky, Trutnov
54107:256	Penzion Kobr Jívka, Jívka, Trutnov
54107:34	Bohuslavice jednota, Bohuslavice, Trutnov
54107:407	17. listopadu, autobusové nádraží, Dvůr Králové na, Dvůr Králové nad Labem, Trutnov
54107:408	nábř. Benešovo, Dvůr Králové nad Labem, Dvůr Králové nad Labem, Trutnov
54107:410	Štefánikova, Dvůr Králové nad Labem, Dvůr Králové nad Labem, Trutnov
54107:42	Bojiště prodejna, Bojiště, Trutnov
54107:421	Zálesí, Zálesí, Doubravice, Trutnov
54107:424	Litič, Litíč, Trutnov
54107:425	Nouzov, Nouzov, Litíč, Trutnov
54107:43	Starý Rokytník prodejna, Starý Rokytník, Trutnov
54107:431	Miřejov, Miřejov, Lanžov, Trutnov
54107:432	Lanžov, Lanžov, Trutnov
54107:438	Řečice, Řečice, Zábřezí-Řečice, Trutnov
54107:440	Zdobín, Zdobín, Trutnov
54107:443	Lipnice, Lipnice, Dvůr Králové nad Labem, Trutnov
54107:446	Nové Lesy, Nové Lesy, Bílá Třemešná, Trutnov
54107:455	Verdek, Verdek, Dvůr Králové nad Labem, Trutnov
54107:472	Kašov, Kašov, Kuks, Trutnov
54107:473	Stanovice, Stanovice, Trutnov
54107:475	vánoční ozdoby KUKS, Kuks, Trutnov
54107:484	Výšinka, Výšinka, Hajnice, Trutnov
54107:485	Horní Žďár, Horní Žďár, Hajnice, Trutnov
54107:486	Hajnice zastávka BUS, Hajnice, Trutnov
54707:118	Bakov, zastávka ČSAD, Bakov, Studnice, Náchod
54707:157	Chlívce č.p. 30, Chlívce, Stárkov, Náchod
54707:175	Slavný, zast. BUS, Slavný, Suchý Důl, Náchod
56707:25	Přívrat minimarket, Přívrat, Ústí nad Orlicí
59230:10	Jednota, Žďárská, Nové Město na Moravě, 
60010:106	Preslova - MHD, Brno - Stránice, Stránice, Brno-město
60010:107	Preslova/Hlávkova, Brno - Stránice, Stránice, Brno-město
60010:110	Barvičova 53, Brno - Stránice, Stránice, Brno-město
60010:111	nám. Míru MHD, Brno - Stránice, Stránice, Brno-město
60010:121	BOBY Centrum, Brno - město, Ponava, Brno-město
60010:137	Dominikánské náměstí, Brno - město, Brno-město, Brno-město
60010:212	Slunečná - MHD, Brno - Kamenný Vrch, Nový Lískovec, Brno-město
60010:213	Petra Křivky 1a, Brno - Starý Lískovec, Starý Lískovec, Brno-město
60010:217	Vzhledná 58-park, Brno-Bosonohy, Bosonohy, Brno-město
60010:230	Švermova MHD, Brno - Bohunice, Bohunice, Brno-město
60010:304	Stránského Billa, Brno Žabovřesky, Žabovřesky, Brno-město
60010:307	Makovského náměstí, Brno - Žabovřesky, Žabovřesky, Brno-město
60010:313	roh G.Preissové a Fričova 1, Brno - Žabovřesky, Žabovřesky, Brno-město
60010:315	Vychodilova - MHD, Brno - Komín, Komín, Brno-město
60010:316	Čichnova - SOU, Brno - Komín, Komín, Brno-město
60010:325	Kníničky, zastávka MHD, Kníničky, Brno-město
60010:327	Valouškova 1, Brno - Bystrc, Bystrc, Brno-město
60010:330	Rerychova 16, Brno - Bystrc, Bystrc, Brno-město
60010:331	Kuršova 8, Brno - Bystrc, Bystrc, Brno-město
60010:332	Ečerova, Brno, Bystrc, Brno-město
60010:334	Kubíčkova 1, Brno - Bystrc, Bystrc, Brno-město
60010:337	Černého - konečná MHD, Brno - Bystrc, Bystrc, Brno-město
60010:338	Černého - nákup. střed., Brno - Bystrc, Bystrc, Brno-město
60010:339	Vondrákova 115, Brno - Bystrc, Bystrc, Brno-město
60010:344	Veslařská 258 - MHD, Brno - Jundrov, Jundrov, Brno-město
60010:345	Libušina třída - potrav., Brno - Kohoutovice, Kohoutovice, Brno-město
60010:346	Libušina třída 3, Brno - Kohoutovice, Kohoutovice, Brno-město
60010:349	Chopinova 2, Brno - Kohoutovice, Kohoutovice, Brno-město
60010:351	Bellova, Brno - Kohoutovice, Kohoutovice, Brno-město
60010:352	Libušina třída - konečná MHD, Brno - Kohoutovice, Kohoutovice, Brno-město
60010:409	Palackého 1/3 Veterina, Brno - Královo Pole, Královo Pole, Brno-město
60010:416	Dalimilova 92, Brno - Královo Pole, Královo Pole, Brno-město
60010:418	Kosmova, Brno - Řečkovice, Řečkovice, Brno-město
60010:419	Žitná 17, Brno - Řečkovice, Řečkovice, Brno-město
60010:420	Bankobystrická Billa, Řečkovice, Brno-město
60010:421	Jabloňová - potraviny, Brno - Řečkovice, Řečkovice, Brno-město
60010:422	Jabloňová 17, Brno - Řečkovice, Řečkovice, Brno-město
60010:423	Hudcova 2, Brno . Medlánky, Medlánky, Brno-město
60010:429	Skoumalova 1/B. Antonínové 6, Brno - Řečkovice, Řečkovice, Brno-město
60010:430	Jandáskova 15, Brno - Řečkovice, Řečkovice, Brno-město
60010:431	Hapalova 30a, Brno - Řečkovice, Řečkovice, Brno-město
60010:432	Palackého náměstí 10, Brno - Řečkovice, Řečkovice, Brno-město
60010:436	Bulharská 57, Brno - Královo Pole, Královo Pole, Brno-město
60010:438	Herčíkova 1, Brno - Královo Pole, Královo Pole, Brno-město
60010:439	VUT Purkyňova 118, Brno - Královo Pole, Královo Pole, Brno-město
